One Hot Encode,Symptom Description
46,"I've been feeling scratchy and throwing up. I have lost weight and am also really exhausted. My skin has become yellow, and I have a severe fever. I have stomach ache and black urine."
46,"I've been itchy and have been throwing up. Along with losing weight, I'm also really exhausted. My skin has turned yellow, and my fever is high. Additionally, I get stomach ache and dark urine."
46,"I've had a scratchy stomach and been throwing up. Aside from losing weight, I am also really exhausted. I have a high fever and yellow skin. Besides having stomach ache, my pee is black."
46,"I've been itchy and throwing up. In addition, I have lost weight and feel really exhausted. My skin has become yellow and I have a severe temperature. I have abdominal ache and black urine."
46,"I've been exhausted and experiencing nausea and itching. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I've been having stomach pain."
46,"I have been suffering from itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain"
46,"I've been feeling scratchy, sick, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additional stomach pain that I've been having"
46,"The itch, the nausea, and the weariness have been bothering me. In addition, I developed a fever and lost weight. My pee is black, and I've developed a yellow rash. Additionally, I've had stomach ache."
46,"I've had nausea, vomiting, and exhaustion. Additionally, I've lost weight and have a temperature. My urine is black and my skin has turned yellow. I've also been having stomach pain."
46,"I have been experiencing intense itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have been having abdominal pain as well."
46,"I've been feeling extremely scratchy, sick, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I have been experiencing stomach pain."
46,"I've been feeling extremely scratchy, sick, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I have been experiencing stomach pain."
46,"I've been feeling extremely scratchy, sick, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I have been experiencing stomach pain."
46,"I've been constantly feeling scratchy, sick, and tired out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Furthermore, I have been experiencing stomach pain."
46,"I've felt really scratchy, nauseated, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. I've also been experiencing stomach pain."
46,"I have been having severe itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I am also experiencing abdominal pain."
46,"I've been feeling really scratchy, dizzy, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I get stomach pain."
46,"I've been experiencing intense itchiness, nausea, and exhaustion. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additionally, my stomach hurts."
46,"Extreme itchiness, nausea, and exhaustion have been bothering me. In addition, I developed a fever and lost weight. My pee is black, and I've developed a yellow rash. The ache in my stomach is also present."
46,"Extreme itchiness, nausea, and fatigue have been troubling me. In moreover, I experienced a fever and lost weight. My pee is black, and I've developed a yellow rash. The ache in my stomach is also present."
46,I have been feeling itchy and have been vomiting. I am also very tired and have lost weight. My fever is high and my skin has become yellow. I have been experiencing abdominal pain as well.
46,"I've been itchy and have been throwing up. Along with losing weight, I'm also really exhausted. My skin has turned yellow, and my fever is high. My stomach has also been hurting recently."
46,"I've had a scratchy stomach and been throwing up. I have also lost weight and am really exhausted. I have a high fever and yellow skin. As well as you, I have been having stomach pain."
46,I've been itchy and throwing up. I've lost weight and am also really exhausted. My skin has become yellow and I have a severe temperature. My stomach has also been hurting.
46,"I've been exhausted and experiencing nausea and itching. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I've been having stomach pain."
46,"I have been suffering from itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain"
46,"I've been feeling scratchy, sick, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additional stomach pain that I've been having"
46,"The itch, the nausea, and the weariness have been bothering me. In addition, I developed a fever and lost weight. My pee is black, and I've developed a yellow rash. Additionally, I've had stomach ache."
46,"I have been experiencing intense itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I have been having abdominal pain as well."
46,"I've been feeling extremely scratchy, sick, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I have been experiencing stomach pain."
46,"I've felt really scratchy, nauseated, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. I've also been experiencing stomach pain."
46,"I have been having severe itching, vomiting, and fatigue. I have also lost weight and have a high fever. My skin has turned yellow and my urine is dark. I am also experiencing abdominal pain."
46,"I've been feeling really scratchy, dizzy, and worn out. In addition, I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. Additionally, I get stomach pain."
46,"I've been experiencing intense itchiness, nausea, and exhaustion. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additionally, my stomach hurts."
46,"I have been experiencing itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain."
46,"I've been losing weight and experiencing nausea, itching, and exhaustion. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain."
46,"I have been suffering from intense itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain"
46,"I've been losing weight and experiencing severe itching, nausea, and exhaustion. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain."
46,"I have been experiencing severe itching, vomiting, fatigue, and weight loss. My fever is high and my skin has turned yellow. My urine is dark and I have been experiencing abdominal pain"
46,"I've been losing weight, feeling really fatigued, and throwing up a lot. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain."
46,"""I've been feeling incredibly tired and weak, like I can barely get out of bed. My skin has taken on a yellowish tint, and my urine is dark and almost brown.  I've been experiencing intense itching, especially on my palms and soles, and my stomach has been constantly bothering me with a dull ache.  I've also lost a significant amount of weight, and my appetite has been completely gone.  To top it off, I have a persistent fever that just won't break."""
46,"""My eyes have been feeling really yellow lately, and it's been getting worse. I've also been super itchy, throwing up a lot, and feeling incredibly tired.  I've lost weight and my fever is high. My urine is dark, and my stomach has been hurting."""
46,"I've been feeling incredibly weak and exhausted, barely able to get out of bed. My skin has taken on a yellowish hue, and my urine is incredibly dark. My stomach has been aching, and I've been nauseous and vomiting. I've also noticed a significant weight loss and a persistent fever.  The worst part is an intense itching all over my body that makes it difficult to sleep."
46,"""I've been feeling really off lately.  My skin has this strange yellow tinge to it, and my pee is dark. My stomach's been bothering me, and I've lost a noticeable amount of weight.  I'm also extremely tired, and I've been throwing up and experiencing intense itching. I also have a high fever. """
46,"My body feels like it's betraying me.  The itching is unbearable, and I've been throwing up constantly. I've lost a noticeable amount of weight and I'm so exhausted I can barely get out of bed. My fever is high, and my skin has this weird yellow tint to it. My urine is dark, almost like tea, and my stomach aches so badly I can barely eat."
46,"""My body feels like it's on fire from the inside out. I've been incredibly itchy, constantly nauseous, and utterly exhausted.  My skin has taken on a sickly yellow hue, and my urine is almost black.  I've lost a significant amount of weight, and I've been running a high fever. To top it off, I've been experiencing agonizing stomach pain."""
46,"I've been feeling incredibly tired and weak lately, and my skin has taken on an alarming yellow hue. My urine has become dark, and I've been experiencing intense itching all over my body.  To make matters worse, I've lost a significant amount of weight and my stomach has been hurting constantly.  I also have a high fever that just won't break."
46,"My body feels like it's on fire.  I can't stop scratching, and my skin is so itchy it feels like it's crawling.  Everything I eat makes me want to throw up, and I'm so tired I can barely get out of bed.  My urine is dark, almost like tea, and my skin has a strange yellow tinge to it.  I've lost a lot of weight and my stomach aches constantly.  I just feel terrible all over."
46,"""I've noticed my skin has taken on a yellowish tint, and my urine has become abnormally dark.  This is coupled with intense itching,  persistent nausea, and a feeling of being completely drained. I've also lost weight and am running a high fever.  On top of that, I have been experiencing  sharp abdominal pain."""
46,"""My body feels like it's on fire. The itching is unbearable, and I can't stop throwing up. I've lost a significant amount of weight, and I'm so exhausted I can barely move.  My skin has this strange yellow tint to it, and my urine is dark as coffee. On top of it all, my stomach feels like it's in knots."""
46,"""I've been feeling incredibly sluggish and weak, like I can barely get out of bed. My skin has taken on a yellow tinge, and my urine is darker than usual. I've also been experiencing severe itching all over my body, and I've noticed a distinct loss of appetite, leading to unintentional weight loss.  My stomach has been feeling uncomfortable, and I've had bouts of nausea and vomiting. I'm also running a high fever."""
46,"My body feels like it's betraying me.  I'm constantly exhausted, even after sleeping for hours.  My skin is a strange shade of yellow, and I've been breaking out in a rash that itches relentlessly.  My stomach is a constant source of pain, and I've been throwing up more than I can stomach.  My urine is dark, almost like tea, and I've lost a lot of weight.  On top of everything else, I have a high fever that just won't break.  It feels like I'm slowly fading away."
46,"My body feels like it's betraying me. I'm constantly exhausted, even after sleeping for hours.  I've lost a significant amount of weight without trying, and my stomach is constantly churning, making me feel nauseous and causing me to vomit frequently. My skin has taken on an alarming yellow tint, and my urine is dark, almost like tea.  On top of all of this, I have a persistent, unbearable itch that seems to be coming from beneath my skin."
46,"My body feels like it's on fire from the inside out.  I'm constantly scratching, but it doesn't help the terrible itch. I've been throwing up more than I can keep down and I'm so exhausted, I can barely move. On top of that, my skin has taken on a yellow tinge and my urine is dark as coffee.  I've also lost a significant amount of weight and have a persistent fever. My stomach is in agony, and I don't know what to do."
46,"""I've been feeling so unwell lately. My skin has taken on a distinct yellow hue, and my urine is very dark. I've been constantly itchy, and I've lost a significant amount of weight.  On top of that, I've been experiencing persistent nausea and vomiting, extreme fatigue, and a high fever. My stomach has been hurting too, and it all feels very overwhelming."""
46,"I've been feeling incredibly tired, almost like I can't shake off the feeling of being completely drained.  My skin has this strange yellow tinge to it, and my urine is dark, almost like tea. On top of that, I've been experiencing intense itching, especially all over my body. It's so bad it makes it hard to sleep. I've also been having bouts of nausea and vomiting, which has led to some weight loss.  To top it off, I have a constant pain in my stomach."
46,"My body feels like it's under attack. I'm constantly exhausted, even after sleeping for hours. My stomach feels like it's on fire, and any food I eat makes me want to throw up. My skin is turning a strange yellow, and I've been having a hard time controlling the intense itching. To make matters worse, I've lost a significant amount of weight and my urine is dark and cloudy. I haven't felt this bad in my life."
46,"I've been feeling awful lately.  My skin has taken on a yellowish tint, and my urine has become darker than usual. I've been incredibly itchy, constantly nauseous, and utterly exhausted.  My fever is high, and I've lost a noticeable amount of weight.  On top of all that, I have a persistent ache in my stomach that just won't quit."
46,"I've been feeling unusually tired and my skin has developed a yellowish tint.  This has been accompanied by a persistent itch, especially on my palms and the whites of my eyes. My urine has been dark and I've also been experiencing nausea and vomiting. My stomach has been aching and I've lost some weight. I have also had a high fever."
46,"""I woke up this morning and noticed my skin looked strangely yellow, especially in the whites of my eyes. It's been really itchy, too, and I've been feeling exhausted and nauseous all week. I've also lost some weight, have a fever, and my urine is dark. My stomach has been bothering me as well, and I'm concerned about these symptoms."""
46,"""My body feels like it's on fire, I'm constantly itching, and I can't seem to shake this feeling of being completely drained. My skin has this strange yellow tint to it, and my urine is a dark, almost black color.  I've lost a significant amount of weight and my stomach aches constantly. I've been throwing up frequently and my fever just won't break."""
46,"My body feels like it's on fire from the inside out. I've been scratching myself constantly, and even though I've lost a ton of weight, I still feel bloated and my stomach aches terribly.  My urine is almost black, and my skin has this strange yellow tint that makes me look like I'm wearing a bad tan.  I'm so exhausted, I can barely get out of bed, and the slightest movement leaves me feeling weak and dizzy."
46,"I've been feeling incredibly unwell lately.  My skin has taken on a yellowish hue, and my urine has become very dark. I've been experiencing severe itching all over, making it hard to sleep. I've also been vomiting frequently, feeling exhausted, and have lost a significant amount of weight. My fever has been running high, and I've been experiencing persistent abdominal pain."
46,"""I've been feeling incredibly weak and tired lately, and my skin has this strange yellow tinge to it. My urine is dark as well, and my stomach has been hurting. I've also lost weight and have a persistent fever.  Oh, and I can't stop scratching, it feels like there are ants crawling all over me."""
46,"I've been feeling really run down lately, with a constant feeling of fatigue and a persistent itch that just won't go away. I've also been experiencing a loss of appetite and have lost some weight. My urine has become very dark, and my skin has taken on a noticeable yellow tint.  To top it all off, I've been having stomach pain, and my fever has been spiking."
46,"""My body feels like it's on fire from the inside out. I'm constantly scratching, and even though I'm eating, I'm losing weight. My skin has taken on a strange yellow hue, and my urine is dark as coffee. My stomach aches relentlessly, and I just feel utterly exhausted. I'm so sick, and I just want it to stop."""
46,"My body feels like it's betraying me. It's been a constant battle against intense itching, relentless nausea, and overwhelming fatigue. The weight just seems to melt off me, and a fever burns under my skin.  My skin has taken on an unnatural yellow hue, and my urine is a dark, alarming color.  My stomach aches constantly, a dull, throbbing reminder of the turmoil within."
46,"My body feels like it's betraying me. I'm constantly scratching, even though my skin feels like it's burning.  I've lost my appetite and can barely keep anything down. The exhaustion is relentless, and even simple tasks feel like climbing a mountain.  My skin has taken on a sickly yellow hue, and my urine is so dark it's almost black. To top it all off, my stomach has been cramping and aching, making it difficult to even breathe. I'm worried something is seriously wrong."
46,"I've been feeling incredibly tired and weak lately, like I can barely get out of bed. My skin has taken on a yellowish hue, and I've noticed my urine is much darker than usual. Along with this, I've been experiencing intense itching all over my body, and my stomach has been bothering me with constant pain.  I've also lost some weight and have a fever that just won't go down."
46,"""I woke up feeling like my skin was crawling, it was so itchy.  My stomach has been upset, and I've been throwing up.  I'm so tired and I haven't been able to eat much so I've lost weight.  My urine is dark and my skin has turned a yellow color.  On top of it all, I have a high fever and my stomach is hurting."""
46,"My body feels like it's betraying me. I'm constantly exhausted, and everything I eat makes me feel sick. My skin has taken on a strange yellow tint, and my urine is a dark, almost tea-like color. My stomach has been hurting, and I can't seem to shake this intense itching that's driving me crazy.  I've lost weight and have a high fever, which only adds to the feeling of being completely overwhelmed."
46,"""My body feels like it's on fire.  I can't stop scratching, and my skin is turning a sickly yellow.  I've been throwing up constantly, and my urine is so dark it's almost black.  I'm exhausted, and I've lost a lot of weight. My stomach hurts, and I've been running a high fever."""
46,"""My body has been acting strange lately. It's like a constant itch I can't scratch, and I've been feeling incredibly tired, even after sleeping for hours. I've also been losing weight without trying, and my stomach hurts constantly.  To top it all off, my skin is turning yellow and my pee is dark.  I think I have a high fever, but it's hard to tell since I feel so drained."""
46,"My body feels like it's betraying me. I'm constantly scratching, exhausted to the point of being bedridden, and my stomach is in constant turmoil. It's like a never-ending cycle of nausea and vomiting. To make matters worse, I've been losing weight rapidly, even though I haven't changed my diet. My skin is turning yellow, and my urine is dark, almost black. It's like something is wrong deep inside, and my body is trying to scream it out."
46,"""I've been feeling really run down, like I can't shake this fatigue. My skin feels itchy and is starting to look yellow, and my urine is a darker color than usual. I've also lost weight, and my stomach has been bothering me with persistent pain. On top of it all, I have a fever that just won't go away."""
46,"My body has been feeling off for a while now. I've been experiencing persistent itching, especially on my skin, which just won't go away. I've also been feeling extremely tired, even after a good night's sleep, and I've been losing weight without trying. Lately, I've been feeling nauseous and have been vomiting quite a bit. My urine has been darker than usual, almost like tea, and my skin has a yellowish tint, especially around my eyes.  To make things worse, I've developed a high fever and have been experiencing a dull, aching pain in my stomach."
46,"""I've been feeling incredibly weak and drained, like I can barely get out of bed.  My skin has taken on a yellowish tint, especially in the whites of my eyes, and my urine is dark, almost like cola.  I've been experiencing a persistent itch all over, which only gets worse at night.  I haven't been able to keep anything down and I've lost a significant amount of weight.  My stomach hurts a lot, and I've also been running a high fever."""
46,"My body feels like it's betraying me. I can't shake this persistent itch, and everything I eat just comes right back up. I'm so exhausted I can barely get out of bed. I've lost weight and my fever is raging.  The worst part is, my skin has turned a strange shade of yellow, and my urine is dark. It's like my body is trying to tell me something, and I'm just not understanding. The pain in my stomach is also a new and unwelcome addition to the mix."
46,"I've been feeling awful lately, and I'm really worried. My skin has turned a distinct yellow, and my urine is dark like tea. I have a constant, intense itch that I just can't scratch away. I've been throwing up a lot, and I'm so exhausted I can barely move.  I have a high fever, and I've lost a lot of weight. My stomach hurts too. I don't know what's wrong, but it feels like my body is fighting against something."
46,"""I've been feeling incredibly weak and exhausted, and my skin has developed an odd yellowish tint.  My urine has also become very dark, and I've been experiencing intense itching, especially on my palms and soles. I've also had a persistent fever, lost weight, and been feeling nauseous with occasional vomiting. My stomach has been hurting as well, especially after eating."""
46,"I've been feeling completely drained, and my skin has developed a yellowish tint that's getting worse. My stomach hurts, and I've been throwing up more than usual. I also seem to have lost weight and can't shake this high fever.  The itching is unbearable, and my urine is dark and almost black.  I'm worried about what's going on."
46,"My body feels like it's betraying me. I'm exhausted beyond belief, constantly nauseous, and my skin is itching uncontrollably. I've lost a significant amount of weight, and my fever is raging. My skin has taken on an alarming yellow tinge, and my urine is as dark as coffee.  Even my stomach feels like it's protesting with a persistent, dull ache."
46,"""My eyes have been looking increasingly yellow, and I feel like I'm constantly tired, even after sleeping for hours. I've been experiencing a lot of itching, especially on my palms and soles. My urine has been unusually dark, and I've been feeling nauseous with frequent vomiting. I've also noticed a significant weight loss and my stomach has been hurting consistently."""
46,"My body feels like it's betraying me.  I'm constantly exhausted, even after sleeping for hours. My skin has a strange yellow tinge to it, and my urine is dark like tea.  I can't seem to shake this terrible itch, and my stomach feels like it's constantly in knots. I've been throwing up, and I've lost a significant amount of weight. To top it off, I have a high fever that just won't break.  It's like my body is trying to tell me something, but I don't know what."
46,"My body feels like it's betraying me. I'm constantly exhausted, and the slightest effort leaves me gasping for breath. My stomach is a constant source of discomfort, with a gnawing pain that only gets worse when I try to eat. My skin has taken on a sickly yellow hue, and my urine is darker than ever. I've also noticed that my weight has dropped dramatically, and I haven't had any appetite.  Add to that the relentless itching, and it feels like my body is trapped in a nightmare."
46,"My body feels like it's betraying me. I'm constantly itchy, my stomach churns with nausea, and exhaustion clings to me like a shadow. I've lost a significant amount of weight, and a fever burns within me. My skin has taken on a sickly yellow hue, and my urine is alarmingly dark. The pain in my abdomen is persistent, making even the simplest tasks feel like a Herculean effort."
46,"""I've been feeling incredibly weak and drained, like I can barely move. My skin has a yellowish tint to it, and my urine is very dark.  My stomach is constantly churning, and I've been experiencing bouts of nausea and vomiting. To top it off, I've lost a significant amount of weight and have a persistent high fever."""
46,"My body feels like it's under attack. I've been battling intense itching, nausea, and exhaustion. My skin has taken on a distinct yellow hue, and my urine is alarmingly dark.  The weight I've lost is noticeable, and my fever burns fiercely.  On top of all this, my stomach has been aching persistently. It's a relentless wave of symptoms that I can't seem to shake."
46,"I've been feeling incredibly tired and have lost a lot of weight recently.  My skin has taken on a yellowish hue, and my urine has become very dark.  I've also been experiencing intense itching, vomiting, and a high fever.  My stomach has been bothering me as well, and I've been having some pretty significant abdominal pain."
46,"My body feels like it's on fire, and the only relief I can find is scratching, but that just makes it worse. I've been throwing up constantly, and even though I'm eating very little, I've lost a lot of weight. I'm so tired all the time, and my fever doesn't seem to break. My skin has turned a sickly yellow, and my urine is dark like tea. My stomach aches constantly, and even a gentle touch makes it feel worse."
46,"I've been feeling incredibly tired and my skin has taken on a yellowish hue. It's been accompanied by severe itching, especially when I'm warm, and I've been experiencing bouts of vomiting. I've also lost weight and noticed my urine is a darker color than usual.  There's a persistent ache in my stomach, and my fever seems to come and go."
46,"""I've noticed my skin has taken on a yellowish hue lately, and my urine seems abnormally dark. I've also been feeling incredibly fatigued, and my stomach has been bothering me with a persistent ache.  I've lost weight, and my fever is high.  Additionally, I've been experiencing a lot of nausea and intense itching that just won't quit."""
46,"My body feels like it's betraying me. It's exhausted, and the constant itching is driving me crazy. I've lost a noticeable amount of weight, and my stomach has been acting up. On top of that, I have a high fever and my skin has this strange yellow tint. My urine has also turned a darker shade, almost like tea. It's like my body is sending me a signal I can't ignore, something is seriously wrong."
46,"I've been feeling incredibly weak and drained, like I could barely get out of bed. My skin has taken on a yellowish hue, and my urine is dark, almost like tea. I've lost a lot of weight, and I've been experiencing a high fever, chills, and severe abdominal pain. To make matters worse, I've been plagued by intense itching, and I feel constantly nauseous."
46,"""My body feels like it's on fire. I've been itching so badly, and my skin feels like it's crawling. I've been throwing up constantly and I'm so tired I can barely keep my eyes open.  My urine is dark, almost like tea, and my skin has taken on a yellowish tint. I've lost a lot of weight and I have a fever that won't break.  My stomach is hurting too, like a deep, dull ache."""
46,"""I've been feeling incredibly weak and exhausted, like I can barely drag myself out of bed. My skin has taken on a yellowish tint, and my urine is an alarmingly dark color. My stomach has been bothering me with a constant ache, and I've been experiencing bouts of nausea and vomiting. I've also noticed that I've lost a significant amount of weight recently and have had a persistent fever."""
46,"I've been feeling incredibly unwell lately. My skin has taken on a yellowish hue, and my urine has become dark. Along with that, I've been experiencing persistent itching, intense nausea, and debilitating fatigue. I've also lost a significant amount of weight and have a high fever. Additionally, I've been experiencing severe abdominal pain."
46,"My body feels like it's betraying me. I'm constantly exhausted, no matter how much sleep I get. It's like my bones are made of lead. My skin is itchy, and my stomach is constantly churning, making me nauseous and throwing up frequently. I've lost a significant amount of weight, and my fever just won't break.  The worst part is my skin has a yellow tinge, and my pee is dark. It's all very unsettling."
46,"""My skin has turned a noticeable yellow color, and my urine has become incredibly dark.  I've been experiencing a persistent itch that's driving me crazy,  and I've been throwing up a lot. My stomach has been aching, and I've also been feeling incredibly exhausted and weak. I've lost weight and have a high fever. I'm worried about what's happening to me."""
46,"My body feels like it's on fire, but not from the inside. I'm burning up with a high fever and my skin feels like it's crawling with ants. I've been constantly scratching, and my skin has taken on a sickly yellow hue. I've been throwing up regularly, and I just can't seem to keep any food down. All this has left me feeling weak and exhausted, and I've lost a significant amount of weight.  To top it all off, my urine is dark, almost black, and my stomach has been hurting consistently."
46,"My body feels like it's on fire, both from the inside and out.  I've been running a high fever, and my skin is incredibly itchy, almost unbearably so. It's also taken on a yellowish tint that's impossible to ignore.  I've been throwing up constantly, and my stomach feels like it's in knots.  On top of all this, I've been losing weight rapidly, and my urine is dark and cloudy.  It's like my entire body is rebelling against itself."
46,"I've been feeling incredibly weak and exhausted, with a constant nagging itch that won't go away.  My skin has taken on a yellowish tint, and my urine has become unusually dark.  I've also lost a noticeable amount of weight, and I've been experiencing stomach pain and occasional bouts of vomiting. My temperature has been running high, and I'm worried about what's happening to my body."
46,"My body feels like it's rebelling. I've been battling intense itching, persistent vomiting, and a constant feeling of exhaustion.  It feels like I'm carrying a heavy weight even though I've been losing pounds.  My temperature is dangerously high and my skin has taken on a distinct yellow hue. Even my urine is dark and the slightest touch to my stomach sends a wave of pain through me."
46,"""I've been feeling incredibly tired and weak, and my skin has taken on a yellowish hue. I've also been experiencing intense itching all over my body, especially after a warm shower. My urine has become darker, almost like tea, and I've been feeling nauseous with frequent bouts of vomiting.  I've noticed a significant weight loss and my fever has been spiking, making me feel incredibly unwell. I've also been experiencing discomfort in my abdomen, which can be quite intense at times."""
46,"My body feels like it's betraying me. It's constantly itching, I'm throwing up constantly, and I can barely drag myself out of bed.  I've lost a noticeable amount of weight, my fever is sky-high, and my skin has taken on a sickly yellow hue. My urine is dark as tea, and my stomach is in constant agony."
46,"""My body feels like it's on fire from the inside out. The itching is unbearable, and I can't stop throwing up. My skin has this strange yellow tint, and my urine is so dark it's almost black. I've lost a lot of weight and my energy is completely gone. Even the slightest movement makes me feel exhausted. To top it all off, my stomach has been hurting constantly, and I can't seem to find any relief."""
46,"""My body feels like it's on fire, and my skin is incredibly itchy. I can't seem to shake this overwhelming fatigue, and even the simplest tasks leave me drained. I've been throwing up frequently and have lost a significant amount of weight. My urine is darker than usual, almost like tea, and my skin has taken on a yellow tint. My stomach has been cramping and hurting, and I'm worried about what's going on."""
46,"""I've been feeling completely drained, like I have no energy left. My skin has taken on a strange yellow tinge, and my urine is almost black.  I've also been experiencing severe itching all over, especially after a hot shower, and I've been nauseous and throwing up a lot.  I've lost a lot of weight and have a fever that just won't break. My stomach has been hurting constantly, and I'm worried about what's going on."""
46,"I've been feeling incredibly weak and exhausted, almost like I'm dragging myself through each day. My skin has taken on a yellowish tint, and my urine has become a deep, almost alarming, dark color.  On top of that, my stomach has been aching and I've been experiencing intense itching, almost like a thousand tiny insects are crawling under my skin.  I've also noticed a significant weight loss and a persistent, high fever that doesn't seem to break.  It's like my body is fighting a battle I can't even understand."
46,"""I've been feeling like a walking fever dream. My skin is yellow, my pee is dark, and my stomach hurts constantly. I'm exhausted, I've lost weight, and the itching is driving me crazy. I feel like I'm on fire from the inside out, and I just want it all to stop."""
46,"""I've been feeling incredibly weak and sluggish, like I can barely drag myself around. My skin has a strange yellow tinge, and my urine is darker than usual. On top of that, my stomach has been bothering me with constant aches, and I've been throwing up a lot. I've also lost a noticeable amount of weight, and my skin has become unbearably itchy. I'm worried something is seriously wrong."""
46,"My body has been feeling completely off. I've been incredibly itchy, constantly nauseous, and so exhausted I can barely get out of bed. On top of that, I've lost a noticeable amount of weight and my temperature has been spiking. What really worries me is that my skin has taken on a yellowish tint, and my urine is a very dark color.  I've also been experiencing a lot of discomfort in my stomach area."
46,"My body feels like it's on fire, the itching is relentless, and I can barely keep anything down. I've lost a lot of weight and haven't had the energy to do much of anything. My skin has taken on a distinct yellow hue, and my urine is dark, almost like tea. My stomach is constantly in pain, and I'm constantly worried about what's happening to me."
46,"""My body feels like it's on fire, and my skin is turning a strange shade of yellow. I've been throwing up constantly, and everything just tastes awful. My stomach is killing me, and I feel so exhausted I can barely move. My urine is dark, almost black, and I haven't been able to keep any food down for days.  It's like my body is just fighting itself."""
46,"My body feels like it's under attack. I've been experiencing intense itching, so much so that it's hard to concentrate on anything else. I've also been feeling nauseous and exhausted, with my energy levels plummeting.  On top of that, I've lost a significant amount of weight and have been running a high fever.  My skin has taken on a yellowish tint, and my urine has turned dark.  To top it all off, my stomach has been hurting. It feels like a constant dull ache, making even the simplest movements uncomfortable."
46,"I've been feeling incredibly weak and exhausted lately, almost like I can barely move.  My skin has this strange yellow tinge to it, and my urine is dark as tea.  I've been having a lot of stomach pain and throwing up frequently, and I've lost a noticeable amount of weight.  On top of everything else, I have a persistent, intense itch all over my body."
46,"My body feels like it's on fire from the inside out. I've been scratching constantly, and my skin has this strange yellow tint to it. I've also been throwing up a lot, and I'm so tired I can barely keep my eyes open. My pee is dark as coffee, and my stomach has been aching non-stop. I've lost a significant amount of weight, and my fever is so high I'm shivering even though I feel like I'm burning up."
46,"My body feels like it's on fire from the inside out. I can't stop scratching, and I've been throwing up constantly. My skin has a strange yellow tint, and my urine is almost black. I've lost a significant amount of weight and have a fever that won't break. My stomach is a constant source of pain, and I just feel utterly drained."
46,"My body feels like it's on fire. I'm covered in an itchy rash, and my skin has taken on an alarming yellow hue.  My stomach aches, and I've been throwing up constantly.  I've lost a lot of weight, and I feel incredibly exhausted.  My urine is dark and alarmingly concentrated. I'm also running a high fever, and my entire body feels weak."
46,"I've been feeling incredibly tired and my skin has taken on a yellowish hue.  I've also been experiencing intense itching, stomach pain, and dark urine. On top of that, I've been throwing up frequently and have lost a significant amount of weight. My fever has been spiking as well, making me feel even more unwell."
46,"I've been feeling incredibly tired and weak, almost like I can't catch my breath. My skin has taken on a strange yellow hue, especially in my eyes, and my urine is dark, almost like tea.  I've also been experiencing intense itching all over my body, along with occasional bouts of nausea and vomiting.  My stomach has been hurting, and I've noticed I've lost a significant amount of weight.  I also have a high fever that hasn't gone down."
46,"My body feels like it's on fire from the inside out. The itching is relentless, and I can't stop scratching. I've been vomiting constantly, and even the thought of food makes me nauseous. My energy is completely drained, and I'm losing weight rapidly. I'm running a high fever, and my skin has taken on a disturbing yellow hue.  My urine is dark, almost like tea, and my stomach is in constant pain."
46,"My body feels like it's under attack. I've been battling intense itching, relentless nausea, and a fatigue that makes even the simplest tasks a struggle. My skin has taken on a yellow hue, and my urine is alarmingly dark. My weight has plummeted, and my fever is high and unrelenting. There's a constant ache in my stomach, a throbbing reminder of the fight my body is waging."
